"id","journal","journal_en","ssh"
2817,"郑和下西洋与文明对话国际研讨会论文汇编","Compilation of Papers from the International Symposium on Zheng He's Journey to the West and the Dialogue of Civilizations",1
2818,"中国糖料","China Sugar",1
2819,"地图","Map",1
2820,"中华内分泌代谢杂志","Chinese Journal of Endocrinology and Metabolism",1
2821,"中华糖尿病杂志","Chinese Journal of Diabetes",1
2822,"书城","Book City",1
2823,"太原理工大学学报(社会科学版)","Journal of Taiyuan University of Technology (Social Science Edition)",1
2824,"财富智慧","Wealth Wisdom",1
2825,"新疆财经学院学报","Journal of Xinjiang College of Finance and Economics",1
2826,"西部论丛","Western Series",1
2827,"外交学院学报","Journal of the Diplomatic Academy",1
2828,"南京中医药大学学报","Journal of Nanjing University of Traditional Chinese Medicine",1
2829,"成都医药","Chengdu Medicine",1
2830,"人类学学报","Journal of Anthropology",1
2831,"国际原子能机构通报","International Atomic Energy Agency Notification",1
2832,"印刷经理人","Print Manager",1
2833,"21世纪商业评论","21st Century Business Review",1
2834,"求实","seek truth from facts",1
2835,"中华医学遗传学杂志","Chinese Journal of Medical Genetics",1
2836,"国外医学(寄生虫病分册)","Foreign Medicine (Parasitic Diseases)",1
2837,"湖南省社会主义学院学报","Journal of Hunan Socialist College",1
2838,"社会","Social",1
2839,"全国第七次法医学术交流会论文摘要集","Abstracts of the Seventh National Forensic Academic Exchange Conference",1
2840,"宗教与民族（第叁辑）","Religion and Ethnicity (3rd series)",1
2841,"国外医学(中医中药分册)","Foreign Medicine (Traditional Chinese Medicine)",1
2842,"中国乡镇企业","China Township Enterprises",1
2843,"工程机械文摘","Construction Machinery Digest",1
2844,"新法规月刊","New Regulations Monthly",1
2845,"广西民族学院学报(哲学社会科学版)","Journal of Guangxi University of Nationalities (Philosophy and Social Science Edition)",1
2846,"药用植物研究与中药现代化——第四届全国药用植物学与植物药学术研讨会论文集","Research on Medicinal Plants and Modernization of Chinese Medicine - Proceedings of the Fourth National Symposium on Medicinal Botany and Botanical Medicine",1
2847,"2004年度全国世界民族学术讨论会论文集","Proceedings of the 2004 National Symposium on World Peoples",1
2848,"菏泽师范专科学校学报","Journal of Heze Normal College",1
2849,"肿瘤","Tumors",1
2850,"粮油食品科技","Grain, oil and food technology",1
2851,"云南社会科学","Yunnan Social Science",1
2852,"中国草地","China Grassland",1
2853,"当代中国与它的外部世界——第一届当代中国史国际高级论坛论文集","Contemporary China and its External World - Proceedings of the First International High Level Forum on Contemporary Chinese History",1
2854,"齐鲁医学检验","Qilu Medical Laboratory",1
2855,"华中师范大学学报(人文社会科学版)","Journal of Huazhong Normal University (Humanities and Social Sciences Edition)",1
2856,"世界标准化与质量管理","World Standardization and Quality Management",1
2857,"广东金融学院学报","Journal of Guangdong Institute of Finance",1
2858,"战略与管理","Strategy and Management",1
2859,"东方丛刊（2004年第3辑 总第四十九辑）","Oriental Series (2004, 3rd series, 49th series)",1
2860,"中华预防医学杂志","Chinese Journal of Preventive Medicine",1
2861,"机械","Machinery",1
2862,"电力建设","Power Construction",1
2863,"中国电力","China Power",1
2864,"东华理工学院学报","Journal of Donghua Institute of Technology",1
2865,"武汉市经济管理干部学院学报","Journal of Wuhan City Economic Management Cadre College",1
2866,"中华医学会心血管病分会第八次全国心血管病学术会议汇编","Compilation of the 8th National Cardiovascular Conference of the Cardiovascular Disease Branch of the Chinese Medical Association",1
2867,"国际心脏研究会中国分会第八届学术会议暨中国病理生理学会心血管专业委员会第十一届学术会议论文摘要集","Abstracts of the 8th Academic Conference of the International Society for Heart Research China and the 11th Academic Conference of the Cardiovascular Specialty Committee of the Chinese Society of Pathophysiology",1
2868,"口腔颌面修复学杂志","Journal of Oral and Maxillofacial Prosthetics",1
2869,"语言科学","Language Science",1
2870,"国防科技","Defense Technology",1
2871,"变流技术与电力牵引","Variable current technology and electric traction",1
2872,"唐山师范学院学报","Journal of Tangshan Normal College",1
2873,"乡镇企业科技","Township Enterprise Technology",1
2874,"高血压杂志","Journal of Hypertension",1
2875,"地质与资源","Geology and Resources",1
2876,"阜阳师范学院学报(社会科学版)","Journal of Fuyang Normal College (Social Science Edition)",1
2877,"山东农业大学学报(社会科学版)","Journal of Shandong Agricultural University (Social Science Edition)",1
2878,"中国农业文摘(畜牧)","China Agricultural Digest (Animal Husbandry)",1
2879,"金属世界","Metal World",1
2880,"新疆人大","Xinjiang People's Congress",1
2881,"西南石油学院学报","Journal of Southwest Petroleum Institute",1
2882,"海河水利","Haihe Water",1
2883,"饲料广角","Feed Wide Angle",1
2884,"吉林师范大学学报(自然科学版)","Journal of Jilin Normal University (Natural Science Edition)",1
2885,"现代检验医学杂志","Journal of Modern Laboratory Medicine",1
2886,"黄牛杂志","Scalpers Magazine",1
2887,"中国广告","China Advertising",1
2888,"华北民兵","North China Militia",1
2889,"浙江师范大学学报","Journal of Zhejiang Normal University",1
2890,"韩山师范学院学报","Journal of Hanshan Normal College",1
2891,"稀有金属快报","Rare Metals Express",1
2892,"水路运输文摘","Waterway Transport Digest",1
2893,"中国科学院地质与地球物理研究所二○○三学术论文汇编·第三卷(地球环境·工程地质与灾害)","Compilation of 2003 Academic Papers from Institute of Geology and Geophysics, Chinese Academy of Sciences - Volume III (Earth Environment - Engineering Geology and Hazards)",1
2894,"辽宁工程技术大学学报(社会科学版)","Journal of Liaoning University of Engineering and Technology (Social Science Edition)",1
2895,"应用数学","Applied Mathematics",1
2896,"中学政治教学参考","Reference for teaching political science in secondary schools",1
2897,"肉品卫生","Meat Hygiene",1
2898,"中国地球物理.2003——中国地球物理学会第十九届年会论文集","Chinese Geophysics.2003 - Proceedings of the 19th Annual Meeting of the Chinese Geophysical Society",1
2899,"国土资源","Land Resources",1
2900,"上海商业","Shanghai Business",1
2901,"干旱气象","Drought Weather",1
2902,"中关村","Zhongguancun",1
2903,"中国残疾人","People with Disabilities in China",1
2904,"第11届全国中西医结合骨伤科学术研讨会论文汇编","The 11th National Symposium on Integrative Orthopaedics and Traumatology",1
2905,"第十四次全国回族学研讨会论文汇编","A Compilation of Papers from the 14th National Symposium on Hui Studies",1
2906,"中国土族","Chinese Turks",1
2907,"国际经济评论","International Economic Review",1
2908,"遗传学报","Journal of Genetics",1
2909,"世界机电经贸信息","World Electrical and Mechanical Trade Information",1
2910,"经济月刊","Economic Monthly",1
2911,"Acta Botanica Sinica","Acta Botanica Sinica",1
2912,"甘肃税务","Gansu Taxation",1
2913,"广西预防医学","Guangxi Preventive Medicine",1
2914,"中国血液流变学杂志","Chinese Journal of Hemorheology",1
2915,"云南财贸学院学报","Journal of Yunnan Institute of Finance and Trade",1
2916,"机电新产品导报","Mechatronics New Product Guide",1
2917,"中国科学(D辑:地球科学)","Science of China (Series D: Earth Science)",1
2918,"微体古生物学报","Journal of Microsomal Paleontology",1
2919,"观察与思考","Observations and Reflections",1
2920,"经济世界","Economic World",1
2921,"水土保持科技情报","Soil and Water Conservation Science and Technology Information",1
2922,"甘肃冶金","Gansu Metallurgy",1
2923,"浙江工商职业技术学院学报","Journal of Zhejiang Industrial and Commercial Vocational Technology College",1
2924,"南京晓庄学院学报","Journal of Nanjing Xiaozhuang College",1
2925,"汽车与安全","Automotive and Safety",1
2926,"中南民族学院学报(人文社会科学版)","Journal of Zhongnan Institute for Nationalities (Humanities and Social Sciences Edition)",1
2927,"华南师范大学学报(社会科学版)","Journal of South China Normal University (Social Science Edition)",1
2928,"广东外语外贸大学学报","Journal of Guangdong University of Foreign Studies",1
2929,"探求","Seeking",1
2930,"甘肃教育学院学报(社会科学版)","Journal of Gansu Education College (Social Science Edition)",1
2931,"中国城市金融","China City Finance",1
2932,"小城镇建设","Small Town Construction",1
2933,"东欧中亚市场研究","Eastern Europe Central Asia Market Study",1
2934,"动物科学与动物医学","Animal Science and Animal Medicine",1
2935,"文史春秋","Literature and History",1
2936,"东欧中亚研究","Eastern European Central Asian Studies",1
2937,"中国内镜杂志","Chinese Journal of Endoscopy",1
2938,"文物天地","Heritage World",1
2939,"审计研究","Audit Research",1
2940,"西北大学学报(自然科学版)","Journal of Northwestern University (Natural Science Edition)",1
2941,"电力机车技术","Electric locomotive technology",1
2942,"湿法冶金","Wet metallurgy",1
2943,"旅游学刊","Journal of Tourism",1
2944,"西藏考古与艺术国际学术讨论会论文与提要","Papers and Abstracts of the International Symposium on Tibetan Archaeology and Art",1
2945,"资源·产业","Resources - Industry",1
2946,"中国刑事法杂志","Chinese Journal of Criminal Law",1
2947,"四川戏剧","Sichuan Theatre",1
2948,"党史纵横","Party History",1
2949,"重庆广播电视大学学报","Journal of Chongqing Radio and Television University",1
2950,"中国历史地理论丛","Chinese Historical Geography Series",1
2951,"理论学习","Theoretical Learning",1
2952,"国外铀金地质","Foreign Uranium and Gold Geology",1
2953,"新视野","New Horizons",1
2954,"中国民族民间医药杂志","Chinese Journal of Ethnic Folk Medicine",1
2955,"中国供销合作经济","China Supply and Marketing Cooperative Economy",1
2956,"华夏星火","Huaxia Starfire",1
